count: authors
16: Bin Hou, Hiroaki Ogata, Mengmeng Li, 
16: Achim Streit, Daniel Mallmann, Morris Riedel, 
16: Anil Maheshwari, Pat Morin, Prosenjit Bose, 
16: Debiao He, Jianhua Chen, Jin Hu, 
16: Beatriz Rey, Mariano Alcañiz Raya, Rosa María Baños, 
16: Anthony Brabazon, Erik Hemberg, Michael O'Neill, 
16: Alexander Kröller, Dennis Pfisterer, Sándor P. Fekete, 
16: Dennis Pfisterer, Stefan Fischer 0001, Sándor P. Fekete, 
16: Jin Sha, Li Li 0003, Zhongfeng Wang, 
16: Amlan Ganguly, Benjamin Belzer, Partha Pratim Pande, 
16: Jiang Xu, Xiaowen Wu, Zhe Wang, 
16: Jiang Xu, Zhe Wang, Zhehui Wang, 
16: Jan van der Veen, Jürgen Teich, Sándor P. Fekete, 
16: Leibo Liu, Peng Ouyang, Shaojun Wei, 
16: Leibo Liu, Peng Ouyang, Shouyi Yin, 
16: Enrico Macii, Giovanni De Micheli, Massimo Poncino, 
16: Chirn Chye Boon, Kiat Seng Yeo, Manh Anh Do, 
16: Kaushik Roy, Saibal Mukhopadhyay, Swarup Bhunia, 
16: Euisin Lee, Sang-Ha Kim, Seungmin Oh, 
16: Ahmed Hemani, Hannu Tenhunen, Kolin Paul, 
16: Chansup Byun, Jeremy Kepner, Peter Michaleas, 
16: Hidehiro Fujiwara, Hiroshi Kawaguchi, Masahiko Yoshimoto, 
16: Alexandru Andrei, Petru Eles, Zebo Peng, 
16: Jerzy Tyszer, Mark Kassab, Nilanjan Mukherjee, 
16: Alessandro Bogliolo, Giovanni De Micheli, Luca Benini, 
16: Gerd Ascheid, Heinrich Meyr, Kingshuk Karuri, 
16: Gerd Ascheid, Kingshuk Karuri, Rainer Leupers, 
16: Heinrich Meyr, Kingshuk Karuri, Rainer Leupers, 
16: Brian J. Raney, Galt P. Barber, W. James Kent, 
16: Hadi Parandeh-Afshar, Paolo Ienne, Philip Brisk, 
16: José M. Quintana, Juan Núñez, Maria J. Avedillo, 
16: Rui Paulo Martins, Sai-Weng Sin, Seng-Pan U, 
16: Makoto Takamiya, Masahiro Nomura, Takayasu Sakurai, 
16: Gaurav S. Sukhatme, Maxim A. Batalin, William J. Kaiser, 
16: Adrián Santos, Francisco Almeida, Vicente Blanco Pérez, 
16: Masayuki Tanimoto, Mehrdad Panahpour Tehrani, Tomohiro Yendo, 
16: Dawu Gu, Wei Li 0013, Zhiqiang Liu, 
16: Bane V. Vasic, David Declercq, Shiva Kumar Planjery, 
16: Israel Koren, Rance Rodrigues, Sandip Kundu, 
16: Héctor Pomares, Ignacio Rojas, Miguel Damas, 
16: Haojin Zhu, Pin-Han Ho, Xiaodong Lin, 
16: André van Schaik, Jonathan Tapson, Runchun Wang, 
16: Jonathan Tapson, Runchun Wang, Tara Julia Hamilton, 
16: Cheong-fat Chan, Chiu-sing Choy, Kong-Pang Pun, 
16: David Blaauw, Yejoong Kim, Yoonmyung Lee, 
16: Dennis Sylvester, Gyouho Kim, Yoonmyung Lee, 
16: Dennis Sylvester, Yejoong Kim, Yoonmyung Lee, 
16: Chin-Teng Lin, Li-Wei Ko, Tzyy-Ping Jung, 
16: Bin Xiao, Qingfeng Zhuge, Zili Shao, 
16: Gyeonghoon Kim, Hoi-Jun Yoo, Injoon Hong, 
16: Masahide Abe, Masayuki Kawamata, Shunsuke Yamaki, 
16: José María Gutiérrez, José Ramón Hilera, José-Javier Martínez, 
16: Guowu Yang, Marek A. Perkowski, Xiaoyu Song, 
16: Kalyan Basu, Sajal K. Das, Samik Ghosh, 
16: Donna Karolchik, Kate R. Rosenbloom, W. James Kent, 
16: Khaled A. S. Abdel-Ghaffar, Qin Huang, Shu Lin, 
16: Kurt Stenzel, Nina Moebius, Wolfgang Reif, 
16: Heye Zhang, Huafeng Liu, Linwei Wang, 
16: Andrew Prout, Antonio Rosa, William Arcand, 
16: Alfredo De Santis, Giovanni Di Crescenzo, Giuseppe Persiano, 
16: Bo Zhang, Dong Wang, Jianmin Li, 
16: Jiang Liu 0001, Tien Yin Wong, Yanwu Xu, 
16: Arshad Ali, Conrad Steenberg, Julian J. Bunn, 
16: Ann S. Zweig, Kate R. Rosenbloom, W. James Kent, 
16: Franco Davoli, Mario Marchese, Raffaele Bolla, 
16: Danny Hughes, Nelson Matthys, Sam Michiels, 
16: Alfio Lombardo, Carla Panarello, Giovanni Schembra, 
16: Dario Rossi, Marco Mellia, Michela Meo, 
16: Daniel Calabuig, Jose F. Monserrat, Narcís Cardona, 
16: Antonio Corradi, Carlo Giannelli, Paolo Bellavista, 
16: Arash Azarfar, Brunilde Sansò, Jean-François Frigon, 
16: Feng Pan, Keng Pang Lim, Zhengguo Li, 
16: Emanuele Santi, Paolo Pampaloni, Simone Pettinato, 
16: Manfred Reichert, Peter Dadam, Stefanie Rinderle, 
16: Guy Marchal, Johan Van Cleynenbreugel, Paul Suetens, 
16: Chansup Byun, Jeremy Kepner, William Arcand, 
16: Cándido López-García, José C. López-Ardao, Manuel Fernández-Veiga, 
16: Kai Richter, Marek Jersak, Rolf Ernst, 
16: Arkady B. Zaslavsky, Mohamed Medhat Gaber, Shonali Krishnaswamy, 
16: Hehua Zhang, Ming Gu, Yu Jiang, 
16: Alessandro Savino, Gianfranco Politano, Stefano Di Carlo, 
16: Li Xiao, Lionel M. Ni, Yunhao Liu, 
16: Masami Hagiya, Mitsuharu Yamamoto, Yoshinori Tanabe, 
16: Antonio Alfredo Ferreira Loureiro, Eduardo Freire Nakamura, Horacio A. B. F. de Oliveira, 
16: Chun Xue, Qingfeng Zhuge, Zili Shao, 
16: Xiang-Yang Li, Yuan He, Yunhao Liu, 
16: Khaled Benkrid, Tughrul Arslan, Xabier Iturbe, 
16: Alexandre Yakovlev, Jordi Cortadella, Michael Kishinevsky, 
16: Franco Fummi, Graziano Pravadelli, Luigi Di Guglielmo, 
16: Fabian Brosig, Nikolaus Huber, Samuel Kounev, 
16: Elvira Albert, Germán Puebla, Samir Genaim, 
16: José Luis Garrido, Lawrence Chung, Manuel Noguera, 
16: José Luis Garrido, Manuel Noguera, María Visitación Hurtado, 
16: Emanuele De Angelis, Fabio Fioravanti, Maurizio Proietti, 
16: Erika Ábrahám, Joost-Pieter Katoen, Ralf Wimmer, 
16: Joost-Pieter Katoen, Nils Jansen 0001, Ralf Wimmer, 
16: Andrzej Wasowski, Axel Legay, Kim G. Larsen, 
16: Arshad Ali, Ashiq Anjum, Julian J. Bunn, 
16: Angelo Montanari, Davide Bresolin, Pietro Sala, 
16: Dimitrios Soudris, Dionysios Diamantopoulos, Kostas Siozios, 
16: François Mairesse, Kai Yu, Milica Gasic, 
16: Neda Jahanshad, Paul M. Thompson, Talia M. Nir, 
16: Kenichi Oishi, Michael I. Miller, Susumu Mori, 
16: Benjamim Fonseca, Hugo Paredes, Leonel Morgado, 
16: Carlee Joe-Wong, Sangtae Ha, Soumya Sen, 
16: Andrea Di Pietro, Domenico Ficara, Fabio Vitucci, 
16: Andrea Di Pietro, Fabio Vitucci, Stefano Giordano, 
16: Ao Tang, Meng Wang, Weiyu Xu, 
16: Inkyu Lee, Sang-Rim Lee, Sung Hyun Moon, 
16: Domenico Ficara, Gianni Antichi, Stefano Giordano, 
16: Ben Y. Zhao, Haitao Zheng, Zengbin Zhang, 
16: Matthias Janke, Michael Wand, Tanja Schultz, 
16: Andrew Prout, Antonio Rosa, Peter Michaleas, 
16: Huei-Tse Hou, Kuo-En Chang, Yao-Ting Sung, 
16: Jörg Henkel, Muhammad Shafique, Muhammad Usman Karim Khan, 
16: Christian Timmerer, Christopher Müller, Stefan Lederer, 
16: Hiroki Nishiyama, Nei Kato, Zubair Md. Fadlullah, 
16: Francesco Mondada, Marco Dorigo, Michael Bonani, 
16: Atsushi Fujii, Katunobu Itou, Tomoyosi Akiba, 
16: Eduardo Quiñones, Jaume Abella, Tullio Vardanega, 
16: Giovanni Livraga, Pierangela Samarati, Sabrina De Capitani di Vimercati, 
16: Arjun Radhakrishna, Pavol Cerný, Thomas A. Henzinger, 
16: Hideki Kashioka, Kiyonori Ohtake, Satoshi Nakamura, 
16: Feng Pan, Susanto Rahardja, Xiao Lin 0001, 
16: Jiantao Zhou, Oscar C. Au, Xiaopeng Fan, 
16: Iordanis Koutsopoulos, Leandros Tassiulas, Stratos Keranidis, 
16: Mehrdad Panahpour Tehrani, Tomohiro Yendo, Toshiaki Fujii, 
16: Shaodan Ma, Tung-Sang Ng, Yik-Chung Wu, 
16: Jon Montalban, Pablo Angueira, Yiyan Wu, 
16: Beibei Wang, K. J. Ray Liu, Yongle Wu, 
16: Shu Lin, Tadao Kasami, Toru Fujiwara, 
16: Giuseppe Durisi, Wei Yang, Yury Polyanskiy, 
16: Fabio Mesiti, Fred Daneshgaran, Marina Mondin, 
16: Bo Bai 0001, Wei Chen 0002, Zhigang Cao, 
16: Hideki Imai, Marc P. C. Fossorier, Miodrag J. Mihaljevic, 
16: Linglong Dai, Zhaocheng Wang, Zhen Gao, 
16: Kalle Ruttik, Konstantinos Koufos, Riku Jäntti, 
16: Ezio Biglieri, Giorgio Taricco, Giuseppe Caire, 
16: Ignacio Santamaría, Jesús Ibáñez, Luis Vielva, 
16: Angela Sara Cacciapuoti, Luigi Paura, Marcello Caleffi, 
16: Chih-Peng Li, Hsueh-Jyh Li, Wei-Chieh Huang, 
16: Luis Bernardo, Miguel P. Pereira, Rui Dinis, 
16: Miguel P. Pereira, Paulo Pinto, Rui Dinis, 
16: Shi Jin, Xiao Li 0001, Xiqi Gao, 
16: Chengshan Xiao, Xiqi Gao, Yongpeng Wu, 
16: Masahiro Iida, Motoki Amagasaki, Qian Zhao, 
16: Masahiro Iida, Qian Zhao, Toshinori Sueyoshi, 
16: Motoki Amagasaki, Qian Zhao, Toshinori Sueyoshi, 
16: Guangwen Yang, Haohuan Fu, Xiaomeng Huang, 
16: Kenji Araki, Michal Ptaszynski, Pawel Dybala, 
16: Michal Ptaszynski, Pawel Dybala, Rafal Rzepka, 
16: Bruno Zatt, Luciano Volcan Agostini, Sergio Bampi, 
16: Gem Stapleton, John Howse, Peter Rodgers, 
16: António Nogueira, Paulo Salvador, Rui Valadas, 
16: Engelbert Mephu Nguifo, Sadok Ben Yahia, Tarek Hamrouni, 
16: Chintha Tellambura, Feifei Gao, Gongpu Wang, 
16: Eric T. G. Wang, Gary Klein 0001, James J. Jiang, 
16: Azucena Garcia-Palacios, Cristina Botella, Mariano Alcañiz Raya, 
16: Azucena Garcia-Palacios, Mariano Alcañiz Raya, Rosa María Baños, 
16: Davinia Hernández Leo, Josep Blat, Patricia Santos, 
16: Marjorie McShane, Sergei Nirenburg, Stephen Beale, 
16: Jaswinder S. Gill, Kawal S. Rhode, Reza Razavi, 
16: Bostjan Likar, Franjo Pernus, Ziga Spiclin, 
16: Jiang Liu 0001, Ngan Meng Tan, Tien Yin Wong, 
16: Daniel Rueckert, Paul Aljabar, Serena J. Counsell, 
16: Maxime Sermesant, Nicholas Ayache, Tommaso Mansi, 
16: Jinglei Lv, Junwei Han, Xintao Hu, 
16: Antonio Rosa, Matthew Hubbell, William Arcand, 
16: Gerry V. Dozier, Joshua Adams, Kelvin S. Bryant, 
16: Aaron Fenster, Eranga Ukwatta, Wu Qiu, 
16: Heye Zhang, Huafeng Liu, Ken C. L. Wong, 
16: David Botstein, J. Michael Cherry, Shuai Weng, 
16: Arthur W. Toga, Marina Barysheva, Ming-Chang Chiang, 
16: Marina Barysheva, Ming-Chang Chiang, Paul M. Thompson, 
16: Bogdan Georgescu, Dorin Comaniciu, Yefeng Zheng, 
16: Jan Silovský, Jindrich Zdánský, Petr Cerva, 
16: Karl Rohr, Roland Eils, William J. Godinez, 
16: Ahmet Soylu, Ernesto Jiménez-Ruiz, Ian Horrocks, 
16: Greig I. de Zubicaray, Katie McMahon, Natasha Lepore, 
16: Greig I. de Zubicaray, Margaret J. Wright, Natasha Lepore, 
16: Arthur W. Toga, Caroline C. Brun, Yi-Yu Chou, 
16: Ann S. Zweig, Galt P. Barber, Robert M. Kuhn, 
16: Cheng Hu, Tao Zeng, Teng Long, 
16: HyoukJoong Lee, Kevin J. Brown, Kunle Olukotun, 
16: Andreas Timm-Giel, Carmelita Görg, Xi Li, 
16: Andrew Prout, Chansup Byun, William Arcand, 
16: Antonio Rosa, Jeremy Kepner, William Arcand, 
16: Alessandro Neri, Emanuele Maiorana, Patrizio Campisi, 
16: Eitan Altman, Hamidou Tembine, Rachid El Azouzi, 
16: Bing-Fei Wu, Jau-Woei Perng, Tsu-Tian Lee, 
16: Christian Menolfi, Matthias Braendli, Pier Andrea Francese, 
16: Kouhei Takada, Rainer Knauf, Setsuo Tsuruta, 
16: Kouhei Takada, Rainer Knauf, Yoshitaka Sakurai, 
16: David Dagan Feng, Hong Fu, Zheru Chi, 
16: Chao Zhou, Min Tan, Zhiqiang Cao, 
16: Abraham Kandel, Menahem Friedman, Ming Ma, 
16: Shaocheng Tong, Tieshan Li, Yongming Li, 
16: Belle L. Tseng, Ching-Yung Lin, Milind R. Naphade, 
16: Evaristo J. Abril, Ignacio de Miguel, Juan Carlos Aguado, 
16: Ignacio de Miguel, Juan Carlos Aguado, Patricia Fernández, 
16: Juan Carlos Aguado, Noemí Merayo, Rubén M. Lorenzo, 
16: Juan Carlos Aguado, Ramón J. Durán, Rubén M. Lorenzo, 
16: Benoit Thuilot, Christophe Cariou, Roland Lenain, 
16: Beatrice Lazzerini, Francesco Marcelloni, Mario G. C. A. Cimino, 
16: Guochang Gu, Haibo Liu, Jing Shen, 
16: Alejandro Javier García, Guillermo Ricardo Simari, Nicolás D. Rotstein, 
16: Fan Yang 0003, Peng Han, Ruimin Shen, 
16: Guido Dedene, Jonas Poelmans, Paul Elzinga, 
16: Jonas Poelmans, Paul Elzinga, Stijn Viaene, 
16: Carlos García Puntonet, Diego Salas-Gonzalez, Juan Manuel Górriz, 
16: Antonio Bahamonde, Juan José del Coz, Oscar Luaces, 
16: Dimitris Apostolou, Gregoris Mentzas, Nikos Papageorgiou, 
16: A Min Tjoa, Peter Wetz, Tuan-Dat Trinh, 
16: T. H. Tse, W. K. Chan, Zhenyu Zhang, 
16: Nikos Fakotakis, Theodoros Kostoulas, Todor Ganchev, 
16: Daniele Loiacono, Luigi Cardamone, Pier Luca Lanzi, 
16: Kim Guldstrand Larsen, Paul Pettersson, Wang Yi 0001, 
16: Caetano Traina Jr., Humberto Luiz Razente, Maria Camila Nardini Barioni, 
16: Fei-Ching Kuo, Huai Liu, Tsong Yueh Chen, 
16: Ismael Navas Delgado, José Francisco Aldana Montes, María del Mar Roldán García, 
16: Blaz Zupan, Ivan Bratko, Janez Demsar, 
16: Dirk Hähnel, Sebastian Thrun, Wolfram Burgard, 
16: Adam Wright, Dean F. Sittig, Joan S. Ash, 
16: Bernardo Cuenca Grau, Boris Motik, Ian Horrocks, 
16: Anindya Datta, Kaushik Dutta, Krithi Ramamritham, 
16: Muhammad Aamir Cheema, Xuemin Lin, Ying Zhang, 
16: Jan Van den Bergh, Karin Coninx, Kris Luyten, 
16: Goshiro Yamamoto, Jun Miyazaki, Takafumi Taketomi, 
16: Atsuko Miyaji, Kazumasa Omote, Keita Emura, 
16: Ann S. Zweig, Robert M. Kuhn, W. James Kent, 
16: Andreas Kießling, Heinrich Niemann, Ralf Kompe, 
16: David Blaauw, Dennis Sylvester, Ronald G. Dreslinski, 
16: Huijing Zhao, Xiaowei Shao, Xuan Song, 
16: Maarten de Rijke, Manos Tsagkias, Wouter Weerkamp, 
16: Liquan Shen, Ping An, Zhaoyang Zhang 0002, 
16: Erik D. Demaine, Martin L. Demaine, Zachary Abel, 
16: Greg Aloupis, Jean Cardinal, Stefan Langerman, 
16: Greg Aloupis, Jean Cardinal, Sébastien Collette, 
16: Ahmet M. Kondoz, Hemantha Kodikara Arachchi, Safak Dogan, 
16: Alberto Del Bimbo, Jürgen Assfalg, Pietro Pala, 
16: Adrian Munteanu, Jürgen Slowack, Nikos Deligiannis, 
16: Adrian Munteanu, Jürgen Slowack, Rik Van de Walle, 
16: Adrian Munteanu, Nikos Deligiannis, Rik Van de Walle, 
16: Jozef Skorupa, Jürgen Slowack, Peter Lambert, 
16: Jozef Skorupa, Jürgen Slowack, Rik Van de Walle, 
16: Jozef Skorupa, Peter Lambert, Rik Van de Walle, 
16: Jürgen Slowack, Nikos Deligiannis, Rik Van de Walle, 
16: Baocai Yin, Yanfeng Sun, Yongli Hu, 
16: Bart Dhoedt, Chris Develder, Piet Demeester, 
16: H. Vincent Poor, Oren Somekh, Osvaldo Simeone, 
16: Boris Bellalta, Cristina Cano, Jaume Barceló, 
16: Luc Martens, Margot Deruyck, Wout Joseph, 
16: Christian Bettstetter, Günther Brandner, Udo Schilcher, 
16: Hiroshi Nishimoto, Takeo Ohgane, Toshihiko Nishimura, 
16: Hiroshi Nishimoto, Toshihiko Nishimura, Yasutaka Ogawa, 
16: Francesco Verde, Giacinto Gelli, Luigi Paura, 
16: Mugen Peng, Wenbo Wang 0007, Zhongyuan Zhao, 
16: Armin Sehr, Roland Maas, Walter Kellermann, 
16: Marc Delcroix, Takuya Yoshioka, Tomohiro Nakatani, 
16: Charles-Alban Deledalle, Florence Tupin, Loïc Denis, 
16: Khalid Belhajjame, Norman W. Paton, Suzanne M. Embury, 
16: Anirban Mahanti, Derek L. Eager, Niklas Carlsson, 
16: Donatella Sciuto, Fabrizio Ferrandi, Gianluca Palermo, 
16: Antonio Carlos Schneider Beck, Luigi Carro, Mateus B. Rutzig, 
16: David Atienza, Dimitrios Soudris, Francky Catthoor, 
16: David Atienza, Francky Catthoor, Stylianos Mamagkakis, 
16: Erno Salminen, Marko Hännikäinen, Timo D. Hämäläinen, 
16: Daniel Molina, Francisco Herrera, Manuel Lozano, 
16: Allison Druin, Jerry Alan Fails, Mona Leigh Guha, 
16: Dat Tran, Dharmendra Sharma, Trung Le, 
16: Chia-Tai Chan, Pi-Chung Wang, Yaw-Chung Chen, 
16: Ashiq Anjum, Conrad Steenberg, Julian J. Bunn, 
16: Alexandre Alvaro, Daniel Lucrédio, Vinicius Cardoso Garcia, 
16: Ada Wai-Chee Fu, Ke Wang, Yabo Xu, 
16: Hiroshi Kimura, Katsushi Ikeuchi, Koichi Ogawara, 
16: Atsushi Konno, Masaru Uchiyama, Xin Jiang, 
16: Edwardo F. Fukushima, Paulo Debenest, Shigeo Hirose, 
16: Björn Verrelst, Bram Vanderborght, Michaël Van Damme, 
16: Björn Verrelst, Dirk Lefeber, Michaël Van Damme, 
16: Björn Verrelst, Michaël Van Damme, Ronald Van Ham, 
16: Ill-Woo Park, Jun-Ho Oh, Jung-Yup Kim, 
16: Anatol Pashkevich, Benoît Furet, Stéphane Caro, 
16: Anatol Pashkevich, Stéphane Caro, Yier Wu, 
16: Benoît Furet, Stéphane Caro, Yier Wu, 
16: Fumio Kanehiro, Hirochika Inoue, Masayuki Inaba, 
16: Eugenio Di Sciascio, Floriano Scioscia, Tommaso Di Noia, 
16: Jian Xu, Ming Xu, Ning Zheng, 
16: Joey Paquet, Mourad Debbabi, Serguei A. Mokhov, 
16: James Won-Ki Hong, Joon-Myung Kang, Sin-Seok Seo, 
16: Dennis Sylvester, Ronald G. Dreslinski, Trevor N. Mudge, 
16: Mark Woh, Scott A. Mahlke, Trevor N. Mudge, 
16: Alfredo Benso, Paolo Prinetto, Silvia Chiusano, 
16: Noriaki Kamiyama, Shigeaki Harada, Tatsuya Mori, 
16: Ryoichi Kawahara, Shigeaki Harada, Tatsuya Mori, 
16: Guihai Chen, Haipeng Dai, Xiaobing Wu, 
16: Carlo S. Regazzoni, Lucio Marcenaro, Pietro Morerio, 
16: Christine Fricker, Fabrice Guillemin, Philippe Robert, 
16: Floriano De Rango, Mauro Tropea, Salvatore Marano, 
16: Rongxing Lu, Xiaohui Liang, Xuemin (Sherman) Shen, 
16: Edmundo Monteiro, Eduardo Cerqueira, Paulo Mendes, 
16: Alexandros G. Dimakis, Andreas F. Molisch, Negin Golrezaei, 
16: Luciano Ahumada, Reinaldo A. Valenzuela, Rodolfo Feick, 
16: Anja Klein 0002, Rakash SivaSiva Ganesan, Tobias Weber, 
16: Pin-Han Ho, Rongxing Lu, Xiaodong Lin, 
16: Humphrey Rutagemwa, Jon W. Mark, Xuemin Shen, 
16: Ebrahim Bedeer, Mohamed Hossam Ahmed, Octavia A. Dobre, 
16: Wenjing Lou, Y. Thomas Hou, Yi Shi, 
16: Emanuele Grossi, Luca Venturino, Marco Lops, 
16: Kai-Kit Wong, Matthew R. McKay, Shi Jin, 
16: Ali Ghrayeb, Keyvan Zarifi, Sofiène Affes, 
16: Haojin Zhu, Pin-Han Ho, Xuemin Shen, 
16: Donato D'Ambrosio, Giuseppe A. Trunfio, William Spataro, 
16: Giuseppe A. Trunfio, Rocco Rongo, William Spataro, 
16: Konstantinos Slavakis, Sergios Theodoridis, Yannis Kopsinis, 
16: Mats I. Pettersson, Thomas K. Sjögren, Viet Thuy Vu, 
16: Jesper Rindom Jensen, Mads Græsbøll Christensen, Søren Holdt Jensen, 
16: Muhammed O. Sayin, N. Denizcan Vanli, Suleyman Serdar Kozat, 
16: Ann Spriet, Jan Wouters, Marc Moonen, 
16: Eric N. Wiebe, James C. Lester, Kristy Elizabeth Boyer, 
16: Jacob Benesty, Mehrez Souden, Sofiène Affes, 
16: Guolong Cui, Lingjiang Kong, Xiaobo Yang, 
16: Claudio Vair, Daniele Colibro, Pietro Laface, 
16: Anthony Mandow, Jesús Morales, Jorge L. Martínez, 
16: Laurent Foulloy, Reda Boukezzoula, Sylvie Galichet, 
16: Alain Venot, Catherine Duclos, Jean-Baptiste Lamy, 
16: Jaegyoon Ahn, Sanghyun Park, Youngmi Yoon, 
16: Antonio Rosa, Matthew Hubbell, Peter Michaleas, 
16: Dion Hoe-Lian Goh, Ee-Peng Lim, Kalyani Chatterjea, 
16: Kouta Minamizawa, Sho Kamuro, Susumu Tachi, 
16: Dirk Timmermann, Frank Golatowski, Guido Moritz, 
16: Ewing L. Lusk, Rajeev Thakur, William Gropp, 
16: Bo Hu, Paul H. Lewis, Srinandan Dasmahapatra, 
16: Baining Guo, Jiaping Wang, Xin Tong, 
16: Wei Liu, Wei Yuan, Wenqing Cheng, 
16: Haiyuan Wu, Qian Chen, Toshikazu Wada, 
16: Abraham Kandel, Horst Bunke, Mark Last, 
16: Atsuo Takanishi, Hiroyuki Ishii, Salvatore Sessa, 
16: Geovan Tavares, Hélio Lopes, Thomas Lewiner, 
16: Daniel Lokshtanov, Saket Saurabh, Venkatesh Raman, 
16: Hiroshi Taniguchi, Itsuo Takanami, Katsushi Inoue, 
16: Elvira Albert, Germán Puebla, Miguel Gómez-Zamalloa, 
16: Eduardo Tavares, Meuse N. Oliveira Jr., Paulo Romero Martins Maciel, 
16: Naoki Katoh, Takeshi Tokuyama, Tetsuo Asano, 
16: De-chen Zhan, Lanshun Nie, Xiaofei Xu, 
16: Markus Krötzsch, Pascal Hitzler, Sebastian Rudolph, 
16: Jian Song, Kewu Peng, Zhixing Yang, 
16: Arshad Ali, Harvey B. Newman, Michael Thomas, 
16: Furu Wei, Ming Zhou, Xiaohua Liu, 
16: Ana Arruarte Lasa, Jon A. Elorriaga, Urko Rueda, 
16: Anton S. Shiriaev, Leonid B. Freidovich, Uwe Mettin, 
16: Albert Reuther, Antonio Rosa, William Arcand, 
16: Kai Yu, Milica Gasic, Simon Keizer, 
16: Christian Theobalt, James Tompkin, Kwang In Kim, 
16: Matthew Hubbell, Peter Michaleas, William Arcand, 
16: Arnau Oliver, Fabrice Mériaudeau, Jhimli Mitra, 
16: Hamish Cunningham, Kalina Bontcheva, Valentin Tablan, 
16: Atsushi Kameda, Azuma Ohuchi, Masahito Yamamoto, 
16: Andrea Maggiolo-Schettini, Giovanni Pardini, Paolo Milazzo, 
16: Antonio Miguel Mora, Pablo García-Sánchez, Pedro A. Castillo, 
16: Grzegorz Rozenberg, Ion Petre, Tero Harju, 
16: Beniamino Di Martino, Nicola Mazzocca, Rocco Aversa, 
16: Domingo Giménez, Javier Cuenca, Luis-Pedro García, 
16: Enrique S. Quintana-Ortí, Gregorio Quintana-Ortí, Rafael Mayo, 
16: Crispín Gómez Requena, José Duato, María Engracia Gómez, 
16: Sidan Du, Yao Yu, Yu Zhou, 
16: Gilles Van Assche, Guido Bertoni, Joan Daemen, 
16: Gilles Van Assche, Guido Bertoni, Michaël Peeters, 
16: Guido Bertoni, Joan Daemen, Michaël Peeters, 
16: Alberto de Santos Sierra, Carmen Sánchez Ávila, Javier Guerra Casanova, 
16: Alexander Seitel, Alfred M. Franz, Lena Maier-Hein, 
16: Arnau Oliver, Jhimli Mitra, Joan Carles Vilanova, 
16: Arnau Oliver, Jhimli Mitra, Robert Marti, 
16: Arnau Oliver, Jhimli Mitra, Xavier Lladó, 
16: Fabrice Mériaudeau, Jhimli Mitra, Joan Carles Vilanova, 
16: Fabrice Mériaudeau, Jhimli Mitra, Robert Marti, 
16: Fabrice Mériaudeau, Jhimli Mitra, Xavier Lladó, 
16: Jhimli Mitra, Joan Carles Vilanova, Robert Marti, 
16: Jhimli Mitra, Joan Carles Vilanova, Xavier Lladó, 
16: Jhimli Mitra, Robert Marti, Xavier Lladó, 
16: Antonio Ruiz Cortés, Cristina Cabanillas, Manuel Resinas, 
16: Antonio Corradi, Cesare Stefanelli, Rebecca Montanari, 
16: Kôiti Hasida, Noriaki Izumi, Shotaro Akaho, 
16: Kôiti Hasida, Peter Géczy, Shotaro Akaho, 
16: Carlo Sansone, Mario Vento, Massimo De Santo, 
16: David M. J. Tax, Marco Loog, Veronika Cheplygina, 
16: Demis Ballis, María Alpuente, Moreno Falaschi, 
16: Isidro Ramos, Jennifer Pérez, José A. Carsí, 
16: Andreas Timm-Giel, Carmelita Görg, Yasir Zaki, 
16: Jia Yu, Rong Hao, Xiangguo Cheng, 
16: Hiroshi Nakajima, Syoji Kobashi, Yutaka Hata, 
16: Daniel Nurmi, John Brevik, Richard Wolski, 
16: Albert Reuther, Chansup Byun, Jeremy Kepner, 
16: Alejandro Linares-Barranco, Angel Jiménez-Fernandez, Rafael Paz-Vicente, 
16: Ryosuke Shibasaki, Xiaowei Shao, Xuan Song, 
16: Ewan Fleischmann, Michael Gorski, Stefan Lucks, 
16: Domagoj Jakobovic, Lejla Batina, Stjepan Picek, 
16: Ed Dawson, Harry Bartlett, Kenneth Koon-Ho Wong, 
16: Admir Barolli, Evjola Spaho, Makoto Takizawa, 
16: Chang Xu, Jian Lu, Xiaoxing Ma, 
16: Alexandre Alvaro, Eduardo Santana de Almeida, Vinicius Cardoso Garcia, 
16: Inseok Hwang, Junehwa Song, Youngki Lee, 
16: Farzana Rahman, Md. Endadul Hoque, Sheikh Iqbal Ahamed, 
16: Alejandra Martínez-Monés, Juan I. Asensio-Pérez, Yannis A. Dimitriadis, 
16: Chew-Hung Chang, Dion Hoe-Lian Goh, Kalyani Chatterjea, 
16: Chew-Hung Chang, Ee-Peng Lim, Kalyani Chatterjea, 
16: Maqbool Hussain, Muhammad Afzal, Wajahat Ali Khan, 
16: Keman Huang, Wei Tan, Yushun Fan, 
16: Antonio García-Cabot, Eva García, Luis de Marcos, 
16: Daniel Álvarez, Félix del Campo, Roberto Hornero, 
16: Antonio Rosa, Peter Michaleas, William Arcand, 
16: Denis Friboulet, Jan D'hooge, Olivier Bernard, 
16: Gerhard Weikum, Martin Theobald, Ralf Schenkel, 
16: Kentaro Nishimori, Riichi Kudo, Yasushi Takatori, 
16: Jean-François Hélard, Matthieu Crussière, Youssef Nasser, 
16: Albert Reuther, Jeremy Kepner, Julie Mullen, 
16: Jiaru Lin, Kai Niu, Zhiqiang He, 
