count: authors
23: Farookh Khadeer Hussain, Omar Khadeer Hussain, Tharam S. Dillon, 
23: Ali Chehab, Ayman I. Kayssi, Imad H. Elhajj, 
23: Abdur Chowdhury, Eric C. Jensen, Steven M. Beitzel, 
23: George R. Thoma, Sameer K. Antani, Zhiyun Xue, 
23: José A. Gallud, María Dolores Lozano, Ricardo Tesoriero, 
23: Diego Latella, Michele Loreti, Mieke Massink, 
23: Jukka Suhonen, Marko Hännikäinen, Timo D. Hämäläinen, 
23: Igor Santos, Pablo Garcia Bringas, Xabier Ugarte-Pedrero, 
23: Andrea De Lucia, Genoveffa Tortora, Giuseppe Scanniello, 
23: Geert Deconinck, Rudy Lauwereins, Vincenzo De Florio, 
23: Davy Van Deursen, Erik Mannens, Rik Van de Walle, 
23: Pengfei Xu, Rongrong Ji, Xiaoshuai Sun, 
23: Davy De Schrijver, Rik Van de Walle, Wesley De Neve, 
23: Heye Zhang, Ken C. L. Wong, Linwei Wang, 
23: Joel H. Saltz, Shannon Hastings, Stephen Langella, 
23: Dmitriy Zheleznyakov, Ernesto Jiménez-Ruiz, Evgeny Kharlamov, 
23: Claudio Cicconetti, Enzo Mingozzi, Luciano Lenzini, 
23: Andrea Baschirotto, Marcello De Matteis, Stefano D'Amico, 
23: Luis Alfonso Ureña López, Manuel Carlos Díaz-Galiano, Maria Teresa Martín-Valdivia, 
23: Javier Ferreiros, José Manuel Pardo, Ricardo de Córdoba, 
23: Gerald Pfeifer, Nicola Leone, Thomas Eiter, 
23: Jianer Chen, Jianxin Wang, Qilong Feng, 
23: Brahim Hnich, Roberto Rossi, Steven David Prestwich, 
23: Enrico Puppo, Leila De Floriani, Paola Magillo, 
23: Aurora Vizcaíno, Javier Portillo-Rodríguez, Mario Piattini, 
23: Jiang Xu, Mahdi Nikdast, Xiaowen Wu, 
23: Massoud Pedram, Naehyuck Chang, Younghyun Kim, 
23: Himanshu Kaul, Mark Anders, Ram Krishnamurthy, 
23: Eric Rogers, Krzysztof Galkowski, Wojciech Paszke, 
23: Fei He, Ming Gu, Xiaoyu Song, 
23: Cristina Silvano, Gianluca Palermo, Giovanni Mariani, 
23: David Blaauw, Ronald G. Dreslinski, Trevor N. Mudge, 
23: Masahiko Kusumoto, Ryutaro Kakinuma, Yoshiki Kawata, 
23: Bing-Yu Chen, Li-Wei Chan, Rong-Hao Liang, 
23: Hironobu Ohmatsu, Masahiko Kusumoto, Yoshiki Kawata, 
23: Guoru Ding, Jinlong Wang, Qihui Wu, 
23: Shu Yin, Xiao Qin, Xiaojun Ruan, 
23: Antonis M. Paschalis, Dimitris Gizopoulos, Yervant Zorian, 
23: Franco Fummi, Graziano Pravadelli, Nicola Bombieri, 
23: Bruno Riccò, Cecilia Metra, Michele Favalli, 
23: Hyesoon Kim, Onur Mutlu, Yale N. Patt, 
23: Jörg Henkel, Muhammad Shafique, Semeen Rehman, 
23: Axel Legay, Patrick Heymans, Pierre-Yves Schobbens, 
23: Luc Martens, Simon Dooms, Toon De Pessemier, 
23: Clifford R. Jack Jr., Michael W. Weiner, Paul M. Thompson, 
23: Darin Nikolow, Jacek Kitowski, Renata Slota, 
23: Domenico Ficara, Gregorio Procissi, Stefano Giordano, 
23: Francisco J. Martinez, Juan-Carlos Cano, Piedad Garrido, 
23: Juan-Carlos Cano, Manuel Fogue, Piedad Garrido, 
23: Andrzej Cichocki, Anh Huy Phan, Petr Tichavský, 
23: Alexander Felfernig, Gerhard Friedrich, Markus Zanker, 
23: K. G. Srinivasa, K. R. Venugopal, Lalit M. Patnaik, 
23: Joel H. Saltz, Shannon Hastings, Tahsin M. Kurç, 
23: Joel H. Saltz, Stephen Langella, Tahsin M. Kurç, 
23: Shannon Hastings, Stephen Langella, Tahsin M. Kurç, 
23: Marco Brambilla 0001, Piero Fraternali, Stefano Ceri, 
23: Baocai Yin, Wenpeng Ding, Yunhui Shi, 
23: Fernando Jaureguizar, Julián Cabrera, Narciso N. García, 
23: Jiayin Qin, Qi Zhang, Quanzhong Li, 
23: George Samaras, Nikos Tsianos, Zacharias Lekkas, 
23: Nikos Tsianos, Panagiotis Germanakos, Zacharias Lekkas, 
23: Albert J. Sinusas, James S. Duncan, Xenophon Papademetris, 
23: Kawal S. Rhode, Maxime Sermesant, Reza Razavi, 
23: Jinglei Lv, Tianming Liu, Xintao Hu, 
23: Arthur W. Toga, Natasha Lepore, Yi-Yu Chou, 
23: Nikola Zlatanov, Robert Schober, Vahid Jamali, 
23: Bernd Girod, David M. Chen, Radek Grzeszczuk, 
23: Francesc Prats, Mónica Sánchez, Núria Agell, 
23: Duy-Dinh Le, Shin'ichi Satoh, Thanh Duc Ngo, 
23: David M. Chen, Radek Grzeszczuk, Sam S. Tsai, 
23: Arjan Durresi, Fatos Xhafa, Tao Yang, 
23: David A. Abbink, Marinus Maria van Paassen, Mark Mulder, 
23: David Zhang, Jian Yang, Jing-Yu Yang, 
23: Edgar R. Weippl, Markus Huber, Martin Mulazzani, 
23: Daniel Glez-Peña, Florentino Fdez-Riverola, Miguel Reboiro-Jato, 
23: Chun Chen, Guang Qiu, Jiajun Bu, 
23: Antonio Portilla-Figueras, Emilio G. Ortíz-García, Sancho Salcedo-Sanz, 
23: Francesco Marcelloni, Michela Antonelli, Pietro Ducange, 
23: Diego Salas-Gonzalez, Fermín Segovia, Ignacio Álvarez, 
23: Fermín Segovia, Ignacio Álvarez, Javier Ramírez, 
23: Michael Fink, Thomas Eiter, Thomas Krennwallner, 
23: Edith Hemaspaandra, Lane A. Hemaspaandra, Piotr Faliszewski, 
23: Greg Aloupis, Stefan Langerman, Sébastien Collette, 
23: Kristin Ytterstad Pettersen, Pål Liljebäck, Øyvind Stavdahl, 
23: Ignacio Rojas, Luis Javier Herrera, Olga Valenzuela, 
23: Fuhao Zou, Hefei Ling, Zhengding Lu, 
23: Hongxun Yao, Pengfei Xu, Xianming Liu, 
23: David Plets, Luc Martens, Wout Joseph, 
23: Franco Chiaraluce, Marco Baldi, Nicola Maturo, 
23: Bin Ning, Li Zhu, Tao Tang, 
23: Onur Sahin, Osvaldo Simeone, Seok-Hwan Park, 
23: Bernd Girod, Radek Grzeszczuk, Sam S. Tsai, 
23: Alessandro Bozzon, Marco Brambilla 0001, Piero Fraternali, 
23: Antonino Tumeo, Donatella Sciuto, Fabrizio Ferrandi, 
23: Andreas Beham, Michael Affenzeller, Stefan Wagner 0002, 
23: Seppo J. Ovaska, Xiao Zhi Gao, Xiaolei Wang, 
23: Hiroshi Noguchi, Taketoshi Mori, Tomomasa Sato, 
23: Kosuke Sekiyama, Tadayoshi Aoyama, Toshio Fukuda, 
23: Kosuke Sekiyama, Toshio Fukuda, Yasuhisa Hasegawa, 
23: Masamichi Shimosaka, Rui Fukui, Tomomasa Sato, 
23: Hideharu Amano, Hiroshi Nakamura, Kimiyoshi Usami, 
23: Luca Tavanti, Rosario Giuseppe Garroppo, Stefano Giordano, 
23: Didier Colle, Mario Pickavet, Wouter Tavernier, 
23: Pin-Han Ho, Xiaodong Lin, Xuemin Shen, 
23: Andreas F. Molisch, Fredrik Tufvesson, Johan Karedal, 
23: Chenshu Wu, Yunhao Liu, Zheng Yang, 
23: Ahmad Beirami, Faramarz Fekri, Mohsen Sardari, 
23: Jakub Radoszewski, Maxime Crochemore, Tomasz Walen, 
23: Jakub Radoszewski, Maxime Crochemore, Wojciech Rytter, 
23: Jim Harkin, Liam P. Maguire, T. Martin McGinnity, 
23: Juan Julián Merelo Guervós, Juan Luis Jiménez Laredo, Pedro A. Castillo, 
23: Flavius Frasincar, Geert-Jan Houben, Peter Barna, 
23: Esther Guerra, Jesús Sánchez Cuadrado, Juan de Lara, 
23: Anna Monreale, Dino Pedreschi, Fosca Giannotti, 
23: Admir Barolli, Makoto Takizawa, Tetsuya Oda, 
23: Alessandro Bozzon, Marco Brambilla 0001, Stefano Ceri, 
23: Alberto Accomazzi, Edwin A. Henneken, Michael J. Kurtz, 
23: Jinglin Shi, Lin Tian, Yiqing Zhou, 
23: Federico Tombari, Luigi di Stefano, Stefano Mattoccia, 
23: Abbas Jamalipour, Nei Kato, Yoshiaki Nemoto, 
23: Ayman El-Baz, Georgy L. Gimel'farb, Robert Falk, 
23: Akihiko Ohsuga, Hiroyuki Nakagawa, Yasuyuki Tahara, 
23: Gang Li, Lei Guo 0002, Tianming Liu, 
23: Mehrdad Mahdavi, Rong Jin, Tianbao Yang, 
23: Daniel Enrique Lucani, Milica Stojanovic, Muriel Médard, 
23: Daniela Tuninetti, Martina Cardone, Raymond Knopp, 
23: Alberto Siena, Angelo Susi, Anna Perini, 
23: Junichi Honda, Kazunori Uchida, Masafumi Takematsu, 
23: José Antonio Gutiérrez, José-Javier Martínez, Luis de Marcos, 
23: Alessandro Perina, Marco Cristani, Vittorio Murino, 
23: Hamid Sharif, Michael Hempel, Puttipong Mahasukhon, 
23: Henry Tirri, Petri Kontkanen, Petri Myllymäki, 
23: Diego Salas-Gonzalez, Ignacio Álvarez, Míriam López, 
23: Ignacio Álvarez, Javier Ramírez, Míriam López, 
23: Alex Acero, Jasha Droppo, Li Deng, 
23: Heiga Zen, Keiichi Tokuda, Tadashi Kitamura, 
23: Carol J. Bult, Janan T. Eppig, Judith A. Blake, 
23: Fermín Segovia, Juan Manuel Górriz, Míriam López, 
23: Alberto Pettorossi, Maurizio Proietti, Valerio Senni, 
23: Dajiang Zhu, Jinglei Lv, Tianming Liu, 
23: Dajiang Zhu, Hanbo Chen, Tianming Liu, 
23: Jia-Huai You, Li-Yan Yuan, Yi-Dong Shen, 
23: Björn W. Schuller, Felix Weninger, Florian Eyben, 
23: Dakshina Ranjan Kisku, Jamuna Kanta Sing, Phalguni Gupta, 
23: Brian C. Lovell, Conrad Sanderson, Mehrtash Tafazzoli Harandi, 
23: Agustín Álvarez Marquina, Pedro Gómez Vilda, Victor Nieto Lluis, 
23: Carlos García Puntonet, Elmar Wolfgang Lang, Fabian J. Theis, 
23: Keiichi Yamazaki, Yoshinori Kobayashi, Yoshinori Kuno, 
23: Minoru Uehara, Nobuyoshi Sato, Yoshifumi Sakai, 
23: Chew Lim Tan, Palaiahnakote Shivakumara, Trung Quy Phan, 
23: Danilo Caivano, Giuseppe Visaggio, Maria Teresa Baldassarre, 
23: Christian Menolfi, Marcel A. Kossel, Thomas Morf, 
23: Christian Menolfi, Marcel A. Kossel, Thomas Toifl, 
23: Marcel A. Kossel, Thomas Morf, Thomas Toifl, 
23: Imari Sato, Takahiro Okabe, Yoichi Sato, 
23: Takayoshi Shoudai, Tetsuhiro Miyahara, Tomoyuki Uchida, 
23: Duc Anh Duong, Duy-Dinh Le, Shin'ichi Satoh, 
23: Erik Mannens, Rik Van de Walle, Tom De Nies, 
23: Hiroaki Ohshima, Katsumi Tanaka, Satoshi Oyama, 
23: Haoliang Qi, Muyun Yang, Sheng Li, 
23: Masahiko Kusumoto, Noriyuki Moriyama, Yoshiki Kawata, 
23: Annalina Caputo, Giovanni Semeraro, Pierpaolo Basile, 
23: Kenji Eguchi, Masahiko Kusumoto, Yoshiki Kawata, 
23: Masahiko Kusumoto, Masahiro Kaneko, Yoshiki Kawata, 
23: Masahiko Kusumoto, Noboru Niki, Yoshiki Kawata, 
22: Arto Salomaa, Derick Wood, Hermann A. Maurer, 
22: Angelo Montanari, Dario Della Monica, Guido Sciavicco, 
22: Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, 
22: Fabio Solari, Manuela Chessa, Silvio P. Sabatini, 
22: Bart Saint Germain, Hendrik Van Brussel, Paul Valckenaers, 
22: Francesco Orciuoli, Matteo Gaeta, Pierluigi Ritrovato, 
22: Georg Grossmann, Markus Stumptner, Michael Schrefl, 
22: Agustín C. Caminero, Blanca Caminero, Carmen Carrión, 
22: Eduardo Gómez-Sánchez, Guillermo Vega-Gorgojo, Miguel L. Bote-Lorenzo, 
22: Eduardo Gómez-Sánchez, Juan I. Asensio-Pérez, Miguel L. Bote-Lorenzo, 
22: Bart Dhoedt, Bruno Volckaert, Piet Demeester, 
22: Jie Guang, Linlu Mei, Yong Xue, 
22: Jie Guang, Ying Wang, Yingjie Li 0001, 
22: Jie Guang, Ying Wang, Yong Xue, 
22: Ying Wang, Yingjie Li 0001, Yong Xue, 
22: Alexander V. Smirnov, Mikhail Pashkin, Tatiana Levashova, 
22: Kunmei Wen, Ruixuan Li, Xiwu Gu, 
22: Evaristo J. Abril, Ignacio de Miguel, Patricia Fernández, 
22: José A. Pino, Sergio F. Ochoa, Valeria Herskovic, 
22: Filip De Turck, Piet Demeester, Pieter Simoens, 
22: Bart Dhoedt, Piet Demeester, Tim Wauters, 
22: David Melendi, Roberto García, Sergio Cabrero, 
22: Elena García Barriocanal, Miguel-Ángel Sicilia, Salvador Sánchez Alonso, 
22: Danushka Bollegala, Mitsuru Ishizuka, Yutaka Matsuo, 
22: Fuzhen Zhuang, Ping Luo, Qing He, 
22: Huafeng Liu, Ken C. L. Wong, Pengcheng Shi, 
22: Sanjay Kumar Madria, Sourav S. Bhowmick, Wee Keong Ng, 
22: Anindya Datta, Debra E. VanderMeer, Kaushik Dutta, 
22: Guoliang Li, Jianhua Feng, Lizhu Zhou, 
22: Dennis Shasha, Jason Tsong-Li Wang, Kaizhong Zhang, 
22: Shenghua Bao, Yong Yu, Zhong Su, 
22: Akrivi Vlachou, Christos Doulkeridis, Kjetil Nørvåg, 
22: Hao Ma, Irwin King, Michael R. Lyu, 
22: Emilio Ferrara, Giacomo Fiumara, Pasquale De Meo, 
22: David Griol, Ramón López-Cózar, Zoraida Callejas, 
22: C. L. Philip Chen, Yun Zhang, Zhi Liu, 
22: Alberto Gil-Solla, Ana Fernández Vilas, Yolanda Blanco-Fernández, 
22: Eriko Yoshimura, Hirokazu Watabe, Seiji Tsuchiya, 
22: Evelina Lamma, Federico Chesani, Marco Gavanelli, 
22: Edgar R. Weippl, Peter Kieseberg, Sebastian Schrittwieser, 
22: Neil Robertson, Paul D. Seymour, Robin Thomas 0001, 
22: Arthur H. M. ter Hofstede, Moe Thandar Wynn, Wil M. P. van der Aalst, 
22: Gail-Joon Ahn, Hongxin Hu, Yan Zhu 0001, 
22: Daniel Schall, Florian Skopik, Schahram Dustdar, 
22: Shojiro Nishio, Takahiro Hara, Yuya Sasaki 0001, 
22: Andreas Eckhardt, Sven Laumer, Tim Weitzel, 
22: Ligang Wu, Peng Shi 0001, Xiaojie Su, 
22: Lucas Chi Kwong Hui, Siu-Ming Yiu, Victor O. K. Li, 
22: Fuchun Guo, Willy Susilo, Yi Mu, 
22: Andreas F. Koschan, Besma R. Abidi, Mongi A. Abidi, 
22: Dario Maio, Davide Maltoni, Raffaele Cappelli, 
22: Maged Elkashlan, Nan (Jonas) Yang, Phee Lep Yeoh, 
22: Jun Zhang 0010, Wanlei Zhou, Yang Xiang, 
22: Christian Mayr, Johannes Partzsch, René Schüffny, 
22: Filipe Portela, Manuel Filipe Santos, Álvaro M. Silva, 
22: Eladio Gutiérrez, Emilio L. Zapata, Oscar G. Plata, 
22: Eduard Ayguadé, Jesús Labarta, Mateo Valero, 
22: Alfredo Navarra, Gabriele Di Stefano, Gianlorenzo D'Angelo, 
22: Daniel J. Rosenkrantz, Harry B. Hunt III, Madhav V. Marathe, 
22: Esther M. Arkin, Joseph S. B. Mitchell, Steven Skiena, 
22: Alfredo Fernández-Valmayor, Baltasar Fernández-Manjón, José Luis Sierra, 
22: Adi Shamir, Itai Dinur, Orr Dunkelman, 
22: Christian Müller-Schloer, Jörg Hähner, Sven Tomforde, 
22: Elis Kulla, Leonard Barolli, Shinji Sakamoto, 
22: Flora Malamateniou, George Vassilacopoulos, Vassiliki Koufi, 
22: Amaryllis Raouzaiou, Kostas Karpouzis, Stefanos D. Kollias, 
22: Eva Cerezo, Javier Marco, Sandra Baldassarri, 
22: Chung-Kuan Cheng, Sheqin Dong, Yuchun Ma, 
22: Chung-Kuan Cheng, Xianlong Hong, Yuchun Ma, 
22: Emilio Luque, Francesc Giné, Porfidio Hernández, 
22: Marco Leo, Paolo Spagnolo, Pier Luigi Mazzeo, 
22: Loris Bazzani, Marco Cristani, Vittorio Murino, 
22: David González Ortega, José Fernando Díez Higuera, Miriam Antón-Rodríguez, 
22: Emilio Corchado, Javier Sedano, José Ramón Villar, 
22: Etienne E. Kerre, Mike Nachtegael, Tom Mélange, 
22: Bryan W. Scotney, Chris D. Nugent, Sally I. McClean, 
22: Fernando Rincón, Francisco Moya, Jesús Barba, 
22: Alberto Rosi, Franco Zambonelli, Marco Mamei, 
22: Chuan Wu, Francis C. M. Lau, Zongpeng Li, 
22: Luis E. Anido-Rifón, Manuel J. Fernández Iglesias, Martín Llamas Nistal, 
22: Brahim Hnich, Toby Walsh, Zeynep Kiziltan, 
22: Fashan Yu, Junping Du, Yingmin Jia, 
22: Dacheng Tao, Jiajun Bu, Mingli Song, 
22: Mitsuko Aramaki, Richard Kronland-Martinet, Sølvi Ystad, 
22: Chun Chen, Daojing He, Sammy Chan, 
22: Chun Chen, Jiajun Bu, Sammy Chan, 
22: Daojing He, Jiajun Bu, Sammy Chan, 
22: Huilong Duan, Xudong Lu, Zhengxing Huang, 
22: Byungsub Kim, Hong-June Park, Jae-Yoon Sim, 
22: Arthur H. M. ter Hofstede, Marlon Dumas, Wil M. P. van der Aalst, 
22: Jon W. Mark, Jun Cai, Xuemin Shen, 
22: Arunita Jaekel, Ataul Bari, Subir Bandyopadhyay, 
22: Paolo Braca, Stefano Maranò, Vincenzo Matta, 
22: Antonio Jesús Torralba Silgado, Jaime Ramírez-Angulo, Ramón González Carvajal, 
22: Haruichi Kanaya, Keiji Yoshida, Ramesh K. Pokharel, 
22: Pingkun Yan, Xuelong Li, Yuan Yuan, 
22: Karsten Schwan, Matthew Wolf, Scott Klasky, 
22: Akira Ito, Katsushi Inoue, Yue Wang 0002, 
22: Dingyi Fang, Tianzhang Xing, Xiaojiang Chen, 
22: Alessandra Lumini, Loris Nanni, Sheryl Brahnam, 
22: Carlos Toro, Cesar Sanín, Edward Szczerbicki, 
22: Dimitra I. Kaklamani, Georgios V. Lioudakis, Iakovos S. Venieris, 
22: Miguel Rio, Raul Landa, Richard G. Clegg, 
22: Jan De Cock, Rik Van de Walle, Sebastiaan Van Leuven, 
22: Alan F. Smeaton, Cathal Gurrin, Noel E. O'Connor, 
22: Jack Dongarra, Jakub Kurzak, Piotr Luszczek, 
22: Axel Legay, Maxime Cordy, Pierre-Yves Schobbens, 
22: Himabindu Gurla, James L. Schwing, Stephan Olariu, 
22: Hamid Sarbazi-Azad, Lewis M. Mackenzie, Mohamed Ould-Khaoua, 
22: Francisco Zamora-Martínez, María José Castro Bleda, Salvador España Boquera, 
22: Damian Kopanski, Janusz Borkowski, Marek Tudruj, 
22: Abusaleh M. Jabir, Dhiraj K. Pradhan, Jimson Mathew, 
22: Angeles G. Navarro, Francisco Corbera, Rafael Asenjo, 
22: Emilio L. Zapata, Francisco Corbera, Rafael Asenjo, 
22: Achour Mostéfaoui, Michel Raynal, Sergio Rajsbaum, 
22: Chin-Sean Sum, Tuncer Baykas, Zhou Lan, 
22: Estefania Argente, Natalia Criado, Vicente J. Botti, 
22: Gabriel Kronberger, Michael Affenzeller, Michael Kommenda, 
22: Christian Steger, Holger Bock, Reinhold Weiss, 
22: Dani Korpi, Lauri Anttila, Mikko Valkama, 
22: Evelina Lamma, Federico Chesani, Marco Alberti, 
22: Nicola Leone, Thomas Eiter, Wolfgang Faber, 
22: Alberto Córdoba, Jesús E. Villadangos, José Javier Astrain, 
22: Kazuya Odagiri, Naohiro Ishii, Rihito Yaegashi, 
22: Aurora Vizcaíno, Juan Pablo Soto, Mario Piattini, 
22: Jiang Xu, Xuan Wang, Zhehui Wang, 
22: David Blaauw, Dennis Sylvester, Trevor N. Mudge, 
22: Anand Raghunathan, Kanishka Lahiri, Sujit Dey, 
22: Bernd Becker, Ilia Polian, Piet Engelke, 
22: Hiroki Ishikuro, Noriyuki Miura, Tadahiro Kuroda, 
22: Bruno Riccò, Michele Favalli, Piero Olivo, 
22: John F. McDonald, Michael Chu, Russell P. Kraft, 
22: Edwin Hsing-Mean Sha, Jingtong Hu, Wei-Che Tseng, 
22: Robert J. Woodham, Shinji Fukui 0001, Yuji Iwahori, 
22: Dongho Won, Junghyun Nam, Juryon Paik, 
22: Shaohe Lv, Xiaodong Wang, Xingming Zhou, 
22: Dieter Claeys, Herwig Bruneel, Joris Walraevens, 
22: Chao-Cheng Lee, Ke-Horng Chen, Ying-Hsi Lin, 
22: A. David Edwards, Daniel Rueckert, Joseph V. Hajnal, 
22: Cheong-fat Chan, Kong-Pang Pun, Oliver Chiu-sing Choy, 
22: M. N. S. Swamy, M. Omair Ahmad, Saad Bouguezel, 
22: David Blaauw, David Fick, Dennis Sylvester, 
22: David Blaauw, Dennis Sylvester, Gyouho Kim, 
22: David Blaauw, Dennis Sylvester, Inhee Lee, 
22: Adriano Camps, Enric Valencia, Juan Fernando Marchan-Hernandez, 
22: Giorgio Di Natale, Paolo Prinetto, Stefano Di Carlo, 
22: Florence Azaïs, Mariane Comte, Serge Bernard, 
22: Mariane Comte, Michel Renovell, Serge Bernard, 
22: Bernhard Rumpe, Jan Oliver Ringert, Shahar Maoz, 
22: Alexander E. Andreev, Andrea E. F. Clementi, José D. P. Rolim, 
22: Gustavo Zurita, Nelson Baloian, Pedro Antunes, 
22: Satoshi Goto, Takeshi Ikenaga, Yang Song, 
22: Kohei Miyase, Xiaoqing Wen, Yuta Yamato, 
22: Lajos Hanzo, Lie-Liang Yang, Soon Xin Ng, 
22: Esther Pacitti, Patrick Valduriez, Reza Akbarinia, 
22: Alexander Pilz, Oswin Aichholzer, Thomas Hackl, 
22: Costin Badica, Marcin Paprzycki, Maria Ganzha, 
22: Bart Steyaert, Herwig Bruneel, Joris Walraevens, 
22: Herwig Bruneel, Sabine Wittevrongel, Stijn De Vuyst, 
22: Alfredo Benso, Giorgio Di Natale, Stefano Di Carlo, 
22: Jon T. Butler, Shinobu Nagayama, Tsutomu Sasao, 
22: Anand Sivasubramaniam, Mary Jane Irwin, Narayanan Vijaykrishnan, 
22: Enzo Mingozzi, Giovanni Stea, Luciano Lenzini, 
22: Danilo Ansaloni, Philippe Moret, Walter Binder, 
22: Germán Vidal, María Alpuente, Moreno Falaschi, 
22: Antonio E. Porreca, Claudio Zandron, Giancarlo Mauri, 
22: Piero Fraternali, Stefano Ceri, Stefano Paraboschi, 
22: Arthur W. Toga, Neda Jahanshad, Nicholas G. Martin, 
22: Greig I. de Zubicaray, Katie McMahon, Neda Jahanshad, 
22: Katie McMahon, Margaret J. Wright, Neda Jahanshad, 
22: Katie McMahon, Neda Jahanshad, Paul M. Thompson, 
22: Andrea Bianco, Emilio Leonardi, Marco Ajmone Marsan, 
22: Sastry Kompella, Y. Thomas Hou, Yi Shi, 
22: Andrea Di Pietro, Gregorio Procissi, Stefano Giordano, 
22: Domenico Ficara, Fabio Vitucci, Stefano Giordano, 
22: Hanif D. Sherali, Y. Thomas Hou, Yi Shi, 
22: Carlos Miguel Tavares Calafate, Francisco J. Martinez, Piedad Garrido, 
22: Carlos Miguel Tavares Calafate, Juan-Carlos Cano, Piedad Garrido, 
22: Carlos Miguel Tavares Calafate, Manuel Fogue, Piedad Garrido, 
22: Francisco J. Martinez, Piedad Garrido, Pietro Manzoni, 
22: Juan-Carlos Cano, Piedad Garrido, Pietro Manzoni, 
22: Manuel Fogue, Piedad Garrido, Pietro Manzoni, 
22: Carmelo Ardito, Maria Francesca Costabile, Paolo Buono, 
22: Ignacio Rojas, Jesús González, Luis Javier Herrera, 
22: Holger Bock, Josef Haid, Reinhold Weiss, 
22: Hans Tompits, Michael Fink, Thomas Eiter, 
22: José A. Gallud, Ricardo Tesoriero, Victor M. Ruiz Penichet, 
22: Miska M. Hannuksela, Moncef Gabbouj, Payman Aflaki, 
22: Matthew R. McKay, Shi Jin, Xiqi Gao, 
22: Kensaku Mori, Masahiro Kaneko, Yoshiki Kawata, 
22: Antonino Nocera, Francesco Buccafurri, Gianluca Lax, 
22: Jianyu Yang, Wenchao Li, Yulin Huang, 
22: Hui Zhang 0005, James C. Gee, Paul A. Yushkevich, 
22: David Dagan Feng, Weidong Cai, Yang Song, 
22: Hiroshi Saruwatari, Kiyohiro Shikano, Yu Takahashi, 
22: Fernando Ferri, Maria Chiara Caschera, Patrizia Grifoni, 
22: MengChu Zhou, Naiqi Wu, Yan Qiao, 
22: Jaakko Hakulinen, Markku Turunen, Tomi Heimonen, 
22: Evaristo J. Abril, Ignacio de Miguel, Rubén M. Lorenzo, 
22: Evaristo J. Abril, Patricia Fernández, Ramón J. Durán, 
22: Evaristo J. Abril, Ramón J. Durán, Rubén M. Lorenzo, 
22: Ignacio de Miguel, Patricia Fernández, Rubén M. Lorenzo, 
22: Patricia Fernández, Ramón J. Durán, Rubén M. Lorenzo, 
22: Jui-Lin Lai, Rong-Jian Chen, Shi-Jinn Horng, 
22: Ling-Yu Duan, Tiejun Huang, Wen Gao, 
22: José Manuel Pardo, Juan Manuel Montero, Ricardo de Córdoba, 
22: Ignacio Álvarez, Javier Ramírez, Juan Manuel Górriz, 
22: Massimo Santini, Paolo Boldi, Sebastiano Vigna, 
22: Juan Manuel Santos, Luis E. Anido-Rifón, Manuel Caeiro, 
22: Guido Boella, Leendert W. N. van der Torre, Serena Villata, 
22: Michael Zakharyaschev, Roman Kontchakov, Vladislav Ryzhikov, 
22: Bettina Kemme, Marta Patiño-Martínez, Ricardo Jiménez-Peris, 
22: Antonio Mucherino, Carlile Lavor, Leo Liberti, 
22: Björn Verrelst, Bram Vanderborght, Dirk Lefeber, 
22: Hongxun Yao, Xianming Liu, Xiaoshuai Sun, 
22: Pengfei Xu, Rongrong Ji, Xianming Liu, 
22: Rongrong Ji, Xianming Liu, Xiaoshuai Sun, 
22: H. Vincent Poor, Osvaldo Simeone, Shlomo Shamai, 
22: Corrado Loglisci, Donato Malerba, Michelangelo Ceci, 
22: Anna Grimán, Luis Eduardo Mendoza, María A. Pérez, 
22: Haiguang Yang, Jianyu Yang, Yulin Huang, 
22: Keisuke Kinoshita, Marc Delcroix, Tomohiro Nakatani, 
22: Bernd Girod, David M. Chen, Gabriel Takacs, 
22: David M. Chen, Gabriel Takacs, Vijay Chandrasekhar, 
22: Ahmad Khonsari, Farshad Safaei, Mahmood Fathy, 
22: Jaan Raik, Maksim Jenihhin, Raimund Ubar, 
22: Benjamin Poppinga, Susanne Boll, Wilko Heuten, 
22: Makoto Negoro, Seiichi Ikeda, Toshio Fukuda, 
22: Hiroshi G. Okuno, Shun Nishide, Tetsuya Ogata, 
22: Atsuo Takanishi, Massimiliano Zecca, Salvatore Sessa, 
22: Cyrill Stachniss, Giorgio Grisetti, Wolfram Burgard, 
22: Hyouk Ryeol Choi, Hyungpil Moon, Jachoon Koo, 
22: Eugénia Moreira Bernardino, Juan Antonio Gómez Pulido, Juan Manuel Sánchez-Pérez, 
22: Hanbo Chen, Tianming Liu, Xi Jiang, 
22: Jiman Hong, Sangho Yi, Yookun Cho, 
22: Andrea Passarella, Chiara Boldrini, Marco Conti, 
22: Matti Latva-aho, Mehdi Bennis, Walid Saad, 
22: Li Sun, Pinyi Ren, Yichen Wang, 
22: Li Sun, Qinghe Du, Yichen Wang, 
22: Carl P. Dettmann, Justin P. Coon, Orestis Georgiou, 
22: Hamid Sharif, Hsiao-Hwa Chen, Wei Wang 0015, 
22: Chengwen Xing, Shaodan Ma, Yik-Chung Wu, 
22: José C. Monteiro, Levent Aksoy, Paulo F. Flores, 
22: Onur Sahin, Osvaldo Simeone, Shlomo Shamai, 
22: Ali Pezeshki, Edwin K. P. Chong, William Moran 0001, 
22: Ali Pezeshki, Edwin K. P. Chong, Zhenliang Zhang, 
